movie_id,title,genres,tmdb_id,overview,poster_path,release_date,runtime,budget,revenue,keywords,cast,director
402,Ghost,Comedy|Romance|Thriller,251,"Even though Sam Wheat, the successful investment counsellor, still finds it difficult to express his deeper feelings for her after all these years, his young potter girlfriend, Molly Jensen, is the love of his life. However, a curious case of a systematic discrepancy will prepare the ground for a hideous urban homicide in one of Manhattan's dark alleys, trapping, seemingly forever, the unfortunate deceased's immortal soul in the realm of the mortals. With the condemned spirit unable to interact with the physical world--and as Molly's life, too, is in grave danger--Sam will have to turn to the spiritual medium, Oda Mae Brown, to warn and protect her. Can Oda and the ghost settle the unfinished business in time?",https://image.tmdb.org/t/p/w500/w9RaPHov8oM5cnzeE27isnFMsvS.jpg,1990-07-13,127,22000000,505000000,"['fortune teller', 'corruption', 'afterlife', 'money transfer', 'money laundering', 'pottery', 'hell', 'heaven', 'murder', 'death', 'ghost', 'spiritism']","['Patrick Swayze', 'Demi Moore', 'Whoopi Goldberg', 'Tony Goldwyn', 'Vincent Schiavelli']",Jerry Zucker
403,Batman,Action|Adventure|Crime|Drama,268,"Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",https://image.tmdb.org/t/p/w500/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg,1989-06-21,126,35000000,411348924,"['dual identity', 'double life', 'chemical', 'crime fighter', 'superhero', 'villain', 'based on comic', 'mobster', 'organized crime', 'criminal', 'super power', 'madness', 'cautionary', 'good versus evil']","['Jack Nicholson', 'Michael Keaton', 'Kim Basinger', 'Robert Wuhl', 'Pat Hingle']",Tim Burton
404,Pinocchio,Animation|Children,10895,A little wooden puppet yearns to become a real boy.,https://image.tmdb.org/t/p/w500/bnZJrLRnoQHpzEJdka1KYfsAF3N.jpg,1940-02-23,88,2600000,164000000,"['rescue', 'sea', 'child abuse', 'based on novel or book', 'magic', 'whale', 'italy', 'lie', 'fairy', 'villain', 'carnival', 'wish', 'puppet', 'nose', 'conscience', 'wish fulfillment', 'toy comes to life', 'animal cruelty', 'child slavery', 'pinocchio', 'cartoon donkey']","['Dickie Jones', 'Cliff Edwards', 'Christian Rub', 'Evelyn Venable', 'Walter Catlett']",Hamilton Luske
405,Mission: Impossible,Action|Adventure|Mystery,954,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the prime suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",https://image.tmdb.org/t/p/w500/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg,1996-05-22,110,80000000,457696391,"['mission', 'london, england', 'central intelligence agency (cia)', 'computer', 'paris, france', 'undercover', 'espionage', 'secret mission', 'arms deal', 'spy', 'secret identity', 'headquarter', 'embassy', 'secret base', 'prague, czech republic', 'secret agent', 'tgv', 'terrorism', 'agent', 'shocking', 'based on tv series']","['Tom Cruise', 'Jon Voight', 'Emmanuelle Béart', 'Henry Czerny', 'Jean Reno']",Brian De Palma
406,Thinner,Horror|Thriller,10280,"An obese lawyer finds himself growing ""Thinner"" when an old Romani man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the old man to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",https://image.tmdb.org/t/p/w500/3GR7uE3zMwERu2CgwdgTbAufFzU.jpg,1996-10-25,92,8000000,15315484,"['based on novel or book', 'curse', 'fat suit']","['Robert John Burke', 'Michael Constantine', 'Lucinda Jenney', 'Kari Wuhrer', 'John Horton']",Tom Holland
407,Spy Hard,Comedy,10535,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",https://image.tmdb.org/t/p/w500/yoegp9XEG4YCbJJKR0wvm0BGYpG.jpg,1996-05-24,81,18000000,27000000,"['atomic bomb', 'spoof', 'james bond spoof']","['Leslie Nielsen', 'Nicollette Sheridan', 'Charles Durning', 'Marcia Gay Harden', 'Barry Bostwick']",Rick Friedberg
408,"The Digital Special Effects in ""A Close Shave""",Animation|Comedy|Thriller,1098060,A behind the scene  look at some of the special effects employed in the making of Wallace & Gromit's A Close Shave.,https://image.tmdb.org/t/p/w500/vgbdBs1r6Hj73ijtbAlBcfNjQue.jpg,1995-01-01,5,0,0,[],[],
409,Jack,Comedy|Drama,7095,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10 year old boy looks like a 40 year old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",https://image.tmdb.org/t/p/w500/9ZklgGqTljzg9VxzumbVOC1UKAs.jpg,1996-08-09,113,45000000,58620973,"['genetics', 'age difference', 'body exchange']","['Robin Williams', 'Diane Lane', 'Brian Kerwin', 'Jennifer Lopez', 'Bill Cosby']",Francis Ford Coppola
410,Kingpin,Comedy,11543,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naive hit the circuit intent on settling an old score with Big Ern.",https://image.tmdb.org/t/p/w500/axNjHHylLwT5oOahajqHtIEYZ10.jpg,1996-07-04,114,27000000,25023434,"['sports', 'stripper', 'handicap', 'sexual favor', 'star spangled banner', 'bowling team', 'hair loss', 'comb over', 'inflatable doll', 'combover', 'unlikely lovers', 'kingpin', 'carriage', 'lancaster, pa']","['Woody Harrelson', 'Randy Quaid', 'Vanessa Angel', 'Bill Murray', 'Chris Elliott']",Bobby Farrelly
411,The Nutty Professor,Comedy|Fantasy|Romance|Sci-Fi,9327,"When beautiful Carla Purty joins the university faculty, genetic professor Dr. Sherman Klump grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up, plumped down Don Juan.",https://image.tmdb.org/t/p/w500/fMtb5aZoLRNbMnCkatFsTmPRfl5.jpg,1996-06-28,95,54000000,128769345,"['overweight', 'overweight man', 'campus', 'family dinner', 'jekyll and hyde', 'duringcreditsstinger', 'chemistry professor', '1990s', 'hilarious']","['Eddie Murphy', 'Jada Pinkett Smith', 'James Coburn', 'Larry Miller', 'Dave Chappelle']",Tom Shadyac
412,A Very Brady Sequel,Comedy,12606,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",https://image.tmdb.org/t/p/w500/7xqOkzAQvXCLkDtmlWU6HZnOhru.jpg,1996-08-23,90,12000000,21400000,"['hawaii', 'wedding', 'family vacation', 'family', 'woman director']","['Shelley Long', 'Gary Cole', 'Christopher Daniel Barnes', 'Christine Taylor', 'Paul Sutera']",Arlene Sanford
413,Bordello of Blood,Horror,9431,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.",https://image.tmdb.org/t/p/w500/aKkUQ0Zd9TFlqfcMMHFKQBB15wZ.jpg,1996-08-16,87,15000000,5600000,"['vampire', 'brothel', 'based on comic', 'private investigator', 'born again christian', 'televangelist']","['Dennis Miller', 'Erika Eleniak', 'Angie Everhart', 'Chris Sarandon', 'Corey Feldman']",Gilbert Adler
414,My Favorite Year,Comedy,31044,"Fledgling comic Benjy Stone can't believe his luck when his childhood hero, the swashbuckling matinee idol Alan Swann, gets booked to appear on the variety show he writes for. But when Swann arrives, he fails to live up to his silver screen image. Instead, he's a drunken womanizer who suffers from stage fright. Benjy is assigned to look after him before the show, and it's all he can do to keep his former idol from going completely off the rails.",https://image.tmdb.org/t/p/w500/xksAhZJx1WmHM03OaePNe9IiEBt.jpg,1982-10-01,92,7900000,20123620,"['new york city', 'alcoholism', 'live television', 'acting', '1950s']","[""Peter O'Toole"", 'Mark Linn-Baker', 'Jessica Harper', 'Joseph Bologna', 'Bill Macy']",Richard Benjamin
415,The Apple Dumpling Gang,Children|Comedy|Western,18660,A roving bachelor gets saddled with three children and a wealth of trouble when the youngsters stumble upon a huge gold nugget. They join forces with two bumbling outlaws to fend off the greedy townspeople and soon find themselves facing a surly gang of sharpshooters.,https://image.tmdb.org/t/p/w500/7dSxjWkaqBFkMJuuoX6XalZ6Hzd.jpg,1975-07-01,100,0,36853000,[],"['Don Knotts', 'Tim Conway', 'Harry Morgan', 'Bill Bixby', 'Susan Clark']",Norman Tokar
416,Old Yeller,Children|Drama,22660,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.",https://image.tmdb.org/t/p/w500/Xe7AB0ffhGPSdBZ4qJ9AKJfllL.jpg,1957-12-25,84,21909000,0,"['texas', 'ranch', 'dog', 'cattle', 'boy and dog', 'cattle ranch', '19th century', 'pets']","['Tommy Kirk', 'Dorothy McGuire', 'Fess Parker', 'Kevin Corcoran', 'Jeff York']",Robert Stevenson
417,The Parent Trap,Children|Drama,19186,"Two identical twin sisters, separated at birth by their parents' divorce, are reunited years later at a summer camp, where they scheme to bring their parents back together. The girls, one of whom has been living with their mother and the other with their father, switch places after camp and go to work on their plan, the first objective being to scare off a gold-digger pursuing their father.",https://image.tmdb.org/t/p/w500/jaZFWy6ZAvQoMW2mo9xP5gx4URo.jpg,1961-05-13,129,0,29650385,"['summer camp', 'deception', 'twins', 'twins separated at birth']","['Hayley Mills', ""Maureen O'Hara"", 'Brian Keith', 'Charles Ruggles', 'Cathleen Nesbitt']",David Swift
418,Cinderella,Animation|Children|Musical,11224,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",https://image.tmdb.org/t/p/w500/4nssBcQUBadCTBjrAkX46mVEKts.jpg,1950-02-22,74,2900000,263600000,"['princess', 'based on novel or book', 'loss of loved one', 'mouse', 'ball', 'fairy', 'prince', 'villain', 'musical', 'midnight', 'love', 'orphan', 'family', 'female villain', 'evil stepmother', 'stepsister', 'fairy godmother', 'cendrillon']","['Ilene Woods', 'Eleanor Audley', 'Verna Felton', 'Claire Du Brey', 'Rhoda Williams']",Hamilton Luske
419,Mary Poppins,Children|Comedy|Musical,433,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",https://image.tmdb.org/t/p/w500/1DjJh0vwGwi6KugPZfDiliO25XP.jpg,1964-12-17,139,4650000,103100000,"['london, england', 'sibling relationship', 'based on novel or book', 'parent child relationship', 'magic', 'nanny', 'musical', 'family', 'nostalgic', 'kite flying', 'live action and animation', '1910s', 'chimney sweep', 'suffragettes', 'wonder', 'lighthearted', 'joyous', 'adoring', 'awestruck', 'cheerful', 'joyful', 'optimistic', 'sympathetic', 'vibrant']","['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson', 'Glynis Johns', 'Hermione Baddeley']",Robert Stevenson
420,Alice in Wonderland,Animation|Children|Musical,12092,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",https://image.tmdb.org/t/p/w500/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg,1951-07-28,75,3000000,57200000,"['dream', 'heart', 'queen', 'villain', 'cartoon cat', 'nothing', 'female villain', 'tea party', 'based on young adult novel', 'adaptation']","['Kathryn Beaumont', 'Ed Wynn', 'Richard Haydn', 'Sterling Holloway', 'Jerry Colonna']",Clyde Geronimi
421,Romeo + Juliet,Drama|Romance,454,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",https://image.tmdb.org/t/p/w500/eLf4jclPijOqfEp6bDAmezRFxk5.jpg,1996-11-01,120,14500000,147298761,"['suicide', 'gang war', 'forbidden love', 'based on play or musical', 'murder', 'gun violence', 'star crossed lovers', 'shakespeare in modern dress', 'teenage romance', 'masquerade', 'romeo & juliet', 'tragic']","['Leonardo DiCaprio', 'Claire Danes', 'Jesse Bradford', 'Vondie Curtis-Hall', 'Brian Dennehy']",Baz Luhrmann
422,Aladdin and the King of Thieves,Animation|Children|Comedy,11238,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",https://image.tmdb.org/t/p/w500/kTH7qEyvdDYMoQraQZm3LFKCge3.jpg,1996-05-20,81,0,0,"['flying carpet', 'musical', 'sequel', 'orient', 'genie', 'arabian nights', 'direct to video']","['Val Bettin', 'Jim Cummings', 'Gilbert Gottfried', 'Linda Larkin', 'Jerry Orbach']",Tad Stones
423,E.T. the Extra-Terrestrial,Children|Drama|Fantasy|Sci-Fi,601,"An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",https://image.tmdb.org/t/p/w500/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,1982-06-11,115,10500000,792965500,"['farewell', 'space marine', 'operation', 'flying saucer', 'nasa', 'homesickness', 'loss of loved one', 'extraterrestrial technology', 'prosecution', 'riding a bicycle', 'halloween', 'finger', 'flowerpot', 'alien', 'single', 'single mother', 'curious', 'anxious', 'hopeful']","['Henry Thomas', 'Drew Barrymore', 'Robert MacNaughton', 'Peter Coyote', 'Dee Wallace']",Steven Spielberg
424,Children of the Corn IV: The Gathering,Horror,25750,A bright young medical student must solve the frightening mystery that plagues the children of a small Midwestern town.,https://image.tmdb.org/t/p/w500/tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg,1996-10-08,85,0,0,"['sheriff', 'barn', 'sequel', 'slasher', 'preacher', 'corn']","['Naomi Watts', 'Jamie Renée Smith', 'Karen Black', 'Mark Salling', 'Brent Jennings']",Greg Spence
425,Bob Roberts,Comedy,10608,"Millionaire conservative Bob Roberts launches an insurgent campaign against incumbent senator Brickley Paiste, firing up crowds at his rallies by singing '60s-style acoustic folk songs with lyrics espousing far-right conservative social and economic views.",https://image.tmdb.org/t/p/w500/j4PokuSIrmbN5oCR54D8kiI0U6a.jpg,1992-09-04,102,3900000,8000000,"['senate', 'election campaign', 'pennsylvania, usa', 'folk music', 'mockumentary', 'us republican party', 'political campaign', 'folk singer', 'fake documentary', 'media manipulation', 'political satire', 'hidden truth', 'assassination attempt']","['Tim Robbins', 'Giancarlo Esposito', 'Alan Rickman', 'Ray Wise', 'Brian Murray']",Tim Robbins
426,The Transformers: The Movie,Action|Animation|Children|Sci-Fi|Thriller|War,1857,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",https://image.tmdb.org/t/p/w500/j4HTorvJdGOuIgGyE56fMCLmcCg.jpg,1986-08-08,84,6000000,5860601,"['transformation', 'based on cartoon', 'based on toy', 'robot', 'war']","['Judd Nelson', 'Peter Cullen', 'Frank Welker', 'Leonard Nimoy', 'Orson Welles']",Nelson Shin
427,To Kill a Mockingbird,Drama,595,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",https://image.tmdb.org/t/p/w500/gZycFUMLx2110dzK3nBNai7gfpM.jpg,1962-12-20,129,2000000,13129846,"['right and justice', 'sibling relationship', 'based on novel or book', 'court case', 'court', 'isolation', 'becoming an adult', 'falsely accused', 'black people', 'arbitrary law', 'alabama', 'socially deprived family', 'defence', 'tree house', 'farm worker', 'intolerance', 'exclusion', 'racism', 'hostile', 'child', '1930s', 'courtroom drama', 'desperate', 'malicious', 'based on young adult novel', 'dramatic', 'compassionate', 'empathetic']","['Mary Badham', 'Gregory Peck', 'Phillip Alford', 'John Megna', 'Frank Overton']",Robert Mulligan
428,Harold and Maude,Comedy,343,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,https://image.tmdb.org/t/p/w500/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg,1971-12-20,91,1200000,0,"['dying and death', 'depression', 'suicide', 'life and death', 'age difference', 'birthday', 'suicide attempt', 'dead wish', 'cemetery', 'life planning', 'banjo', 'cliff', 'arranged marriage', 'coming of age', 'wealth', 'older woman younger man relationship', 'elderly lady', 'age-gap relationship']","['Ruth Gordon', 'Bud Cort', 'Vivian Pickles', 'Cyril Cusack', 'Charles Tyner']",Hal Ashby
429,The Day the Earth Stood Still,Drama|Sci-Fi,828,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,https://image.tmdb.org/t/p/w500/x2DquTpLTq54aPFDnqlwY7apCC3.jpg,1951-09-28,92,995000,1850000,"['spacecraft', 'flying saucer', 'peace', 'remote control', 'ufo', 'social commentary', 'giant robot', 'black and white', 'military', 'physics professor', 'humanity', 'alien technology']","['Michael Rennie', 'Patricia Neal', 'Billy Gray', 'Sam Jaffe', 'Hugh Marlowe']",Robert Wise
430,Duck Soup,Comedy|War,3063,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,https://image.tmdb.org/t/p/w500/31t63plEGKHhYuuCpC9bFWO9SBS.jpg,1933-11-12,69,0,0,"['ambassador', 'dictator', 'widow', 'spy', 'siege', 'musical', 'lemonade', 'cigar smoking', 'slapstick comedy', 'black and white', 'pre-code', 'dowager', 'fictitious country', 'geofiction']","['Groucho Marx', 'Harpo Marx', 'Chico Marx', 'Zeppo Marx', 'Margaret Dumont']",Leo McCarey
431,Highlander,Action|Adventure,8009,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,https://image.tmdb.org/t/p/w500/8Z8dptJEypuLoOQro1WugD855YE.jpg,1986-03-07,116,19000000,12900000,"['new york city', 'martial arts', 'swordplay', 'immortality', 'scotland', 'sword', 'sword fight', 'fictional war', 'dark fantasy', 'warrior', 'sword and sorcery', 'supernatural power', 'good versus evil']","['Christopher Lambert', 'Roxanne Hart', 'Clancy Brown', 'Sean Connery', 'Beatie Edney']",Russell Mulcahy
432,Fantasia,Animation|Children|Musical,756,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",https://image.tmdb.org/t/p/w500/5m9njnidjR0syG2gpVPVgcEMB2X.jpg,1940-11-13,124,2280000,76411819,"['classical music', 'villain', 'orchestra', 'musical', 'cartoon mouse', 'wizard', 'live action and animation']","['Deems Taylor', 'Walt Disney', 'Julietta Novis', 'Leopold Stokowski']",Bill Roberts
433,Heathers,Comedy,2640,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",https://image.tmdb.org/t/p/w500/qojEzGpvbrYrhZV9arCZhkYQT3d.jpg,1989-03-31,103,3000000,1166207,"['high school', 'friendship', 'adolescence', 'suicide', 'diary', 'dark comedy', 'bully', 'teen movie', 'cynical', 'death', 'clique', 'bullied', 'thoughtful', 'compassionate']","['Winona Ryder', 'Christian Slater', 'Shannen Doherty', 'Lisanne Falk', 'Kim Walker']",Michael Lehmann
434,Forbidden Planet,Sci-Fi,830,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",https://image.tmdb.org/t/p/w500/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg,1956-03-23,98,1900000,3250000,"['flying saucer', 'rescue mission', 'space', 'alien planet', 'robot', 'sabotage', 'mysterious death', 'alien civilization', 'lone survivor', 'extinct race', 'invisible monster', 'ray weapons', 'mind enhancement', 'atomic power plant', 'romantic triangle']","['Walter Pidgeon', 'Anne Francis', 'Leslie Nielsen', 'Warren Stevens', 'Jack Kelly']",Fred M. Wilcox
435,Butch Cassidy and the Sundance Kid,Action|Comedy|Western,642,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",https://image.tmdb.org/t/p/w500/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg,1969-09-23,111,6000000,102308889,"['dynamite', 'bolivia', 'male friendship', 'on the run', 'shootout', 'buddy', 'sundance kid', 'butch cassidy', 'train robbery', 'posse', 'last stand', 'escape plan', 'western bandits', 'preserved film', 'comforting', 'excited']","['Paul Newman', 'Robert Redford', 'Katharine Ross', 'Strother Martin', 'Henry Jones']",George Roy Hill
436,An American Werewolf in London,Horror,814,"American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.",https://image.tmdb.org/t/p/w500/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg,1981-08-21,97,10000000,31973249,"['dying and death', 'london, england', 'intensive care', 'nurse', 'loss of loved one', 'zoo', 'transformation', 'full moon', 'black humor', 'london underground', 'yorkshire', 'rural area', 'werewolf', 'creature', 'moor (terrain)', 'british pub', 'dream sequence', 'hikers', 'london zoo', 'practical special effects', 'incredulous', 'foreboding', 'horrified']","['David Naughton', 'Jenny Agutter', 'Griffin Dunne', 'John Woodvine', 'Don McKillop']",John Landis
437,Amityville 1992: It's About Time,Horror,41671,"A hot-shot architect returns home from his latest business trip with a surprise: an ornate old clock rescued out of a soon-to-be-demolished mansion in Amityville, New York, that brings about a seemingly unstoppable demonic force.",https://image.tmdb.org/t/p/w500/4seZ7wJsRHUK3m7I18bnnir594Q.jpg,1992-07-16,95,0,0,"['sequel', 'ghost']","['Stephen Macht', 'Shawn Weatherly', 'Megan Ward', 'Damon Martin', 'Jonathan Penner']",Tony Randel
438,Amityville 3-D,Horror,27214,"To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel.",https://image.tmdb.org/t/p/w500/ghJ1kEJv7KYpG3h5OraFhsDvOCF.jpg,1983-11-18,93,6000000,6333135,['haunted house'],"['Tony Roberts', 'Tess Harper', 'Robert Joy', 'Candy Clark', 'Leora Dana']",Richard Fleischer
439,Amityville: A New Generation,Horror,33519,"Keyes, a successful photographer who lives at the border of Skid Row, notices a homeless man with a strange old mirror. Immediately struck by it for reasons he cannot explain, he convinces the man to sell it to him, soon behaving in increasingly erratic and unhinged ways.",https://image.tmdb.org/t/p/w500/jjWkIHRRj2kOgVMXpK8im4KOcTu.jpg,1993-09-29,92,1500000,0,"['photographer', 'shotgun', 'religion and supernatural', 'evil']","['Ross Partridge', 'Julia Nickson', 'Lala Sloatman', 'David Naughton', 'Barbara Howard']",John Murlowski
440,Amityville II: The Possession,Horror,16235,"Anthony and Dolores Montelli, along with their four children, move into their dream house in Amityville and are immediately plagued by a string of paranormal experiences. When the abusive Anthony wrongly places the blame on their children, Dolores recruits a local Catholic priest to exorcise the house.",https://image.tmdb.org/t/p/w500/xx9K2m2Arr5EZUQtmggKtEK1f2a.jpg,1982-09-24,104,5000000,12534817,"['child abuse', 'sibling relationship', 'abusive father', 'exorcism', 'poltergeist', 'possession', 'house', 'dysfunctional family', 'prequel', 'church', 'demon', 'incest', 'evil', 'demonic possession']","['James Olson', 'Burt Young', 'Rutanya Alda', 'Jack Magner', 'Andrew Prine']",Damiano Damiani
441,The Amityville Horror,Horror,11449,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Victorian mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses.",https://image.tmdb.org/t/p/w500/7VMscq0659xKmcXzd86de1DGV4W.jpg,1979-07-27,118,4700000,86432000,"['halloween', 'haunted house', 'possession', 'long island, new york', 'paranormal', 'new home', 'exorcist', 'psychotronic', 'indian burial ground', 'newspaper article', 'pets', 'haunted', 'religious horror', 'antagonistic', 'frightened', 'horrified']","['James Brolin', 'Margot Kidder', 'Rod Steiger', 'Don Stroud', 'Murray Hamilton']",Stuart Rosenberg
442,The Amityville Curse,Horror,41848,"After purchasing a property in Amityville, New York, Debbie and her husband invite three of their closest friends to help renovate. Immediately uneasy in her new surroundings, she begins experiencing shockingly vivid nightmares.",https://image.tmdb.org/t/p/w500/brHmFKvT06urq4sikxTtqcxAGcF.jpg,1990-05-07,91,750000,0,"['suicide', 'haunted house', 'sequel', 'fireplace', 'tarantula']","['Kim Coates', 'Dawna Wightman', 'Helen Hughes', 'David Stein', 'Anthony Dean Rubeš']",Tom Berry
443,The Birds,Horror,571,Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.,https://image.tmdb.org/t/p/w500/eClg8QPg8mwB6INIC4pyR5pAbDr.jpg,1963-03-28,120,2500000,11500000,"['pet shop', 'seclusion', 'playground', 'fireplace', 'seagull', 'bird attack', 'socialite', 'based on short story', 'practical joke', 'schoolteacher', 'lovebird', 'shopkeeper', 'unsolved mystery', 'schoolhouse', 'frightened']","['Tippi Hedren', 'Rod Taylor', 'Jessica Tandy', 'Suzanne Pleshette', 'Veronica Cartwright']",Alfred Hitchcock
444,The Blob,Horror|Sci-Fi,8851,"A drive-in favorite, this sci-fi classic follows teenagers Steve and his best girl, Jane, as they try to protect their hometown from a gelatinous alien life form that engulfs everything it touches. The first to discover the substance and live to tell about it, Steve and Jane witness the blob destroying an elderly man, then it growing to a terrifying size. But no one else has seen the goo, and policeman Dave refuses to believe the kids without proof.",https://image.tmdb.org/t/p/w500/ctOwn1Ibg3SjDG4WulvFvSH0PRT.jpg,1958-09-10,82,110000,4000000,"['small town', 'monster', 'film in film', 'blob', 'meteorite', 'town in panic', 'missing person', 'good cop bad cop', 'space monster', 'fire extinguisher', 'teenage hero', 'kid brother', 'teenage heroine', 'unkillable monster', 'people eater', 'night of horror', 'high school kids', 'serious']","['Steve McQueen', 'Aneta Corsaut', 'Earl Rowe', 'John Benson', 'Robert Fields']",Irvin S. Yeaworth Jr.
